[2026-04-12 13:07:39] repo_root=D:\Agent\OpsCaption
[2026-04-12 13:07:39] dataset_root=D:\Agent\OpsCaption\aiopschallenge2025
[2026-04-12 13:07:39] output_root=D:\Agent\OpsCaption\aiopschallenge2025\baseline
[2026-04-12 13:07:39] ssh_host=tencent-opscaptain
[2026-04-12 13:07:39] remote_workspace=/opt/opscaptain/baseline-workspace
[2026-04-12 13:07:39] mode=full
[2026-04-12 13:07:39] progress_seconds=30
[2026-04-12 13:07:39] poll_seconds=30
[2026-04-12 13:07:39] log_path=d:\Agent\OpsCaption\logs\telemetry-local-remote-20260412-130739.log
[2026-04-12 13:07:40] stopping existing telemetry builder pid=364848
[2026-04-12 13:07:41] cleaning previous telemetry output
[2026-04-12 13:07:41] starting local telemetry preprocessing
[2026-04-12 13:07:41] builder_pid=348716
[2026-04-12 13:08:11] local_progress cases=1/400 build_cases=1 docs_build=1 empty=0 current=009be6db-313 elapsed=16.3s
[2026-04-12 13:08:41] local_progress cases=3/400 build_cases=3 docs_build=3 empty=1 current=0410d710-226 elapsed=55.2s
[2026-04-12 13:09:11] local_progress cases=3/400 build_cases=3 docs_build=3 empty=1 current=0410d710-226 elapsed=55.2s
[2026-04-12 13:09:41] local_progress cases=4/400 build_cases=4 docs_build=4 empty=1 current=0419ba04-373 elapsed=90.7s
[2026-04-12 13:10:11] local_progress cases=5/400 build_cases=5 docs_build=7 empty=1 current=04418665-287 elapsed=127.9s
[2026-04-12 13:10:41] local_progress cases=8/400 build_cases=8 docs_build=8 empty=1 current=0718e0f9-92 elapsed=165.5s
[2026-04-12 13:11:11] local_progress cases=10/400 build_cases=10 docs_build=10 empty=1 current=099ce7e2-274 elapsed=198.1s
[2026-04-12 13:11:41] local_progress cases=10/400 build_cases=10 docs_build=12 empty=1 current=099ce7e2-274 elapsed=198.1s
[2026-04-12 13:12:11] local_progress cases=13/400 build_cases=13 docs_build=14 empty=2 current=0a4c5c18-349 elapsed=251.6s
[2026-04-12 13:12:41] local_progress cases=15/400 build_cases=15 docs_build=15 empty=3 current=0b81a605-339 elapsed=283.2s
[2026-04-12 13:13:11] local_progress cases=16/400 build_cases=16 docs_build=16 empty=3 current=0efb9550-160 elapsed=328.7s
[2026-04-12 13:13:41] local_progress cases=16/400 build_cases=16 docs_build=17 empty=3 current=0efb9550-160 elapsed=328.7s
[2026-04-12 13:14:11] local_progress cases=16/400 build_cases=16 docs_build=17 empty=3 current=0efb9550-160 elapsed=328.7s
[2026-04-12 13:14:41] local_progress cases=18/400 build_cases=18 docs_build=19 empty=3 current=1003cbad-421 elapsed=396.3s
[2026-04-12 13:15:11] local_progress cases=20/400 build_cases=20 docs_build=20 empty=3 current=1193b5d8-230 elapsed=430.2s
[2026-04-12 13:15:41] local_progress cases=21/400 build_cases=21 docs_build=21 empty=3 current=11cdd935-418 elapsed=478.2s
[2026-04-12 13:16:11] local_progress cases=21/400 build_cases=21 docs_build=21 empty=3 current=11cdd935-418 elapsed=478.2s
[2026-04-12 13:16:41] local_progress cases=22/400 build_cases=22 docs_build=22 empty=3 current=11f619f0-285 elapsed=516.6s
[2026-04-12 13:17:11] local_progress cases=22/400 build_cases=22 docs_build=22 empty=3 current=11f619f0-285 elapsed=516.6s
[2026-04-12 13:17:41] local_progress cases=23/400 build_cases=23 docs_build=23 empty=3 current=13ebf32d-216 elapsed=578.0s
[2026-04-12 13:18:11] local_progress cases=24/400 build_cases=24 docs_build=24 empty=4 current=146da42a-586 elapsed=624.9s
[2026-04-12 13:18:41] local_progress cases=24/400 build_cases=24 docs_build=25 empty=4 current=146da42a-586 elapsed=624.9s
[2026-04-12 13:19:11] local_progress cases=26/400 build_cases=26 docs_build=26 empty=4 current=14cf33ba-256 elapsed=684.4s
[2026-04-12 13:19:41] local_progress cases=26/400 build_cases=26 docs_build=26 empty=4 current=14cf33ba-256 elapsed=684.4s
